"ID" "Mean" "Parity" "Sex" "Herd" "YearSeason" "dam" "BirthWeight" "DAY115" "BF115" "LMA115" "LEAN115"
"DDTCZZC18216887" 1 6 "公" "育1" 182 "DDTCZZC15206892" 1 189.95 10.24 NA NA
"DDTCZZC16207522" 1 2 "母" "育3" 163 "DDTCZZC15202287" 1 161.75 7.94 NA NA
"DDTCZZC15202558" 1 1 "母" "育1" 152 "DDTCZZC14201222" 1 173.03 10.92 NA NA
"DDTCZZC18219288" 1 1 "母" "育3" 183 "DDTCZZC17211144" 1.4 200.23 9.91 NA NA
"DDTCZZC14200401" 1 0 "公" "育1" 141 "DDTCZZC13020377" 1.35 165.99 11.72 NA NA
"DDTCZZC14200405" 1 0 "母" "育1" 141 "DDTCZZC13020377" 1.6 158.37 12.6 NA NA
"DDTCZZC15205923" 1 5 "母" "育1" 153 "DDTCZZC13020490" 1.9 160.32 12.46 NA NA
"DDTCZZC18218723" 1 1 "公" "育2" 183 "DDTCZZC17217199" 1.7 163.51 7.48 24.65 50.78
"DDTCZZC16207254" 1 0 "公" "育1" 161 "DDTCZZC15202123" 0 152.44 8.42 NA NA
"DDTCZZC18218896" 1 2 "母" "育2" 183 "DDTCZZC17213491" 1.7 168.76 8.35 NA NA
"DDTCZZC14201309" 1 0 "公" "育1" 143 "DDTCZZC13020335" 1.8 169.67 11.24 NA NA
"DDTCZZC14202048" 1 0 "母" "育1" 144 "DDTCZZC13020435" 1.6 175.85 14.21 NA NA
"DDTCZZC15206496" 1 0 "母" "育1" 153 "DDTCZZC13020349" 1.8 194.23 12.59 NA NA
"DDTCZZC18219121" 1 2 "公" "育3" 182 "DDTCZZC17211967" 1.2 180.52 5.85 NA NA
"DDTCZZC19226490" 1 6 "母" "育肥03" 193 "DDTCZZC16214793" 1 171.95 13.9 23.61 48.13
"DDTCZZC14200045" 1 0 "母" "育1" 141 "DDTCZZC13020383" 0 168.75 11 NA NA
"DDTCZZC17217745" 1 2 "公" "育3" 173 "DDTCZZC16209135" 1.8 204.55 10.42 NA NA
"DDTCZZC18215245" 1 2 "母" "育2" 184 "DDTCZZC16208693" 1.8 207.84 11.49 NA NA
"DDTCZZC15203388" 1 0 "母" "育1" 151 "DDTCZZC13020446" 1.4 159.32 10.41 NA NA
"DDTCZZC16207693" 1 1 "母" "育1" 162 "DDTCZZC15203245" 1.1 187.73 9.57 NA NA
"DDTCZZC17210162" 1 2 "公" "育1" 173 "DDTCZZC16208730" 1.4 182.86 9.63 NA NA
"DDTCZZC15204643" 1 1 "公" "育1" 151 "DDTCZZC14200402" 1.4 156.05 10.81 NA NA
"DDTCZZC16214788" 1 5 "母" "育3" 163 "DDTCZZC14200404" 1.6 189.06 8.24 NA NA
"DDTCZZC14200413" 1 0 "母" "育1" 141 "DDTCZZC13020426" 1.6 163.5 14.16 NA NA
"DDTCZZC15203306" 1 4 "母" "育1" 151 "DDTCZZC13020408" 1 175.15 11.27 NA NA
"DDTCZZC16209157" 1 0 "公" "育1" 162 "DDTCZZC14201086" 0 164.09 10.42 NA NA
"DDTCZZC18218753" 1 1 "公" "育1" 183 "DDTCZZC17217154" 1.6 169.75 8.11 25.98 51.08
"DDTCZZC17212704" 1 2 "母" "育1" 174 "DDTCZZC15206990" 1.4 167.01 9.18 NA NA
"DDTCZZC18219878" 1 1 "公" "育2" 183 "DDTCZZC17217029" 1.5 193.91 9.14 NA NA
"DDTCZZC16207306" 1 2 "母" "育3" 163 "DDTCZZC15202955" 1.3 169.65 8.66 NA NA
"DDTCZZC17217528" 1 1 "母" "育1" 174 "DDTCZZC16207856" 0.8 214.81 10.67 NA NA
"DDTCZZC17213512" 1 3 "母" "育1" 172 "DDTCZZC15206785" 1.5 195.22 9.09 NA NA
"DDTCZZC18218937" 1 1 "公" "育1" 184 "DDTCZZC17217122" 1.5 168.45 9.39 32.49 53.19
"DDTCZZC15204071" 1 0 "公" "育1" 151 "DDTCZZC14200342" 1.85 165.03 10.58 NA NA
"DDTCZZC18220506" 1 2 "母" "育2" 183 "DDTCZZC17211401" 1.5 184.27 10.08 24.1 49.66
"DDTCZZC18215562" 1 1 "母" "育1" 182 "DDTCZZC17212921" 1.4 183.62 8.8 NA NA
"DDTCZZC18218266" 1 1 "公" "育1" 182 "DDTCZZC17211411" 1.9 206.12 5.6 NA NA
"DDTCZZC17212558" 1 0 "母" "育1" 174 "DDTCZZC15204695" 2 175.23 9.86 NA NA
"DDTCZZC17211266" 1 5 "母" "育1" 171 "DDTCZZC14201564" 1.5 174.35 11.84 NA NA
"DDTCZZC16209468" 1 0 "公" "育1" 162 "DDTCZZC15203084" 0.9 180.18 10.46 NA NA
"DDTCZZC14200008" 1 0 "公" "育1" 141 "DDTCZZC13020330" 1.3 167 11.25 NA NA
"DDTCZZC18217483" 1 5 "母" "育1" 184 "DDTCZZC15204605" 1.9 230.75 13.23 NA NA
"DDTCZZC17217680" 1 2 "母" "育1" 174 "DDTCZZC16208164" 1.3 186.26 10.89 NA NA
"DDTCZZC18216779" 1 3 "母" "育2" 181 "DDTCZZC16207018" 1.4 233.28 8.35 NA NA
"DDTCZZC16207194" 1 1 "母" "育1" 162 "DDTCZZC15204954" 1.2 171.31 9.61 NA NA
"DDTCZZC14203681" 1 0 "公" "育1" 142 "DDTCZZC13020380" 1.55 163.01 11.01 NA NA
"DDTCZZC16209177" 1 0 "母" "育1" 162 "DDTCZZC14200082" 0 186.73 10.47 NA NA
"DDTCZZC18219181" 1 4 "公" "育3" 182 "DDTCZZC16208956" 2 220.13 6.06 NA NA
"DDTCZZC17217792" 1 4 "母" "育1" 173 "DDTCZZC15203298" 1.7 160.64 11.43 NA NA
"DDTCZZC17217064" 1 4 "母" "育2" 173 "DDTCZZC15202835" 1.4 166.29 12.42 NA NA
"DDTCZZC16212181" 1 0 "公" "育3" 163 "DDTCZZC15203739" 1.3 169.41 8.65 NA NA
"DDTCZZC18216101" 1 1 "公" "育2" 183 "DDTCZZC17211337" 2 183.96 7.2 NA NA
"DDTCZZC15201435" 1 0 "母" "育1" 154 "DDTCZZC13020336" 1.3 164.74 12.21 NA NA
"DDTCZZC17214604" 1 1 "母" "育1" 173 "DDTCZZC16210640" 1.2 199.85 8.65 NA NA
"DDTCZZC15202127" 1 3 "公" "育1" 154 "DDTCZZC13020328" 2 153.19 14.56 NA NA
"DDTCZZC16214723" 1 2 "公" "育3" 163 "DDTCZZC15204064" 1.5 173.65 7.72 NA NA
"DDTCZZC18216958" 1 1 "母" "育1" 181 "DDTCZZC17214218" 1.6 211.66 9.64 NA NA
"DDTCZZC18219747" 1 1 "公" "育2" 183 "DDTCZZC17217706" 1.2 202.26 8.47 NA NA
"DDTCZZC17213450" 1 4 "母" "育1" 171 "DDTCZZC15203773" 1.7 184.18 10.33 NA NA
"DDTCZZC18216176" 1 2 "公" "育2" 183 "DDTCZZC17214021" 1.8 165.48 8.81 NA NA
"DDTCZZC15202109" 1 0 "母" "育1" 154 "DDTCZZC13020341" 1.2 174.94 13.23 NA NA
"DDTCZZC18220738" 1 1 "母" "育1" 183 "DDTCZZC17217124" 1.1 175.35 10.89 NA NA
"DDTCZZC17214524" 1 6 "母" "育1" 174 "DDTCZZC14200001" 1.4 170.37 13.8 NA NA
"DDTCZZC18216125" 1 1 "母" "育2" 183 "DDTCZZC17211331" 0.9 210.37 8.19 NA NA
"DDTCZZC18215606" 1 2 "公" "育3" 181 "DDTCZZC16208280" 1.3 206.52 9.75 NA NA
"DDTCZZC17214195" 1 3 "公" "育1" 171 "DDTCZZC15203266" 1.5 174.46 9.96 NA NA
"DDTCZZC18219213" 1 3 "公" "育2" 183 "DDTCZZC17214425" 2.3 155.45 9.08 NA NA
"DDTCZZC18217216" 1 4 "公" "育3" 184 "DDTCZZC15202792" 1.8 182.52 12.42 NA NA
"DDTCZZC15202404" 1 1 "母" "育1" 151 "DDTCZZC14200061" 1.45 188.39 12.6 NA NA
"DDTCZZC16208232" 1 0 "公" "育1" 164 "DDTCZZC15202408" 1.6 156.5 8.75 NA NA
"DDTCZZC14200155" 1 0 "公" "育1" 141 "DDTCZZC13020378" 1.55 156.75 13.64 NA NA
"DDTCZZC15201468" 1 3 "母" "育1" 154 "DDTCZZC13020334" 0.7 197.55 13.72 NA NA
"DDTCZZC19227032" 1 4 "公" "测02" 193 "DDTCZZC17210930" 1.4 140.79 13.25 39.24 54.5
"DDTCZZC15201664" 1 1 "公" "育1" 151 "DDTCZZC14200035" 1 173.96 9.3 NA NA
"DDTCZZC17214253" 1 0 "母" "育1" 171 "DDTCZZC15201481" 1.6 177.57 13.99 NA NA
"DDTCZZC17211407" 1 1 "公" "育3" 172 "DDTCZZC16207127" 1.4 172.93 12.3 NA NA
"DDTCZZC19226157" 1 2 "公" "测04" 193 "DDTCZZC18216770" 0.6 173.85 13.18 23.72 48.42
"DDTCZZC15201583" 1 0 "公" "育1" 154 "DDTCZZC13020394" 1.15 161.51 10.97 NA NA
"DDTCZZC15202306" 1 4 "母" "育1" 152 "DDTCZZC13020331" 1.05 181.42 13.68 NA NA
"DDTCZZC17217788" 1 4 "公" "育3" 173 "DDTCZZC15203298" 1.7 172.73 11.33 NA NA
"DDTCZZC18216068" 1 6 "母" "育2" 184 "DDTCZZC15201739" 1.6 219.32 10.72 NA NA
"DDTCZZC15204003" 1 1 "母" "育1" 151 "DDTCZZC14200383" 1.1 188.06 11.32 NA NA
"DDTCZZC17217151" 1 1 "公" "育3" 173 "DDTCZZC16208280" 1.7 166.6 10.77 NA NA
"DDTCZZC18220095" 1 2 "母" "育2" 183 "DDTCZZC17213040" 1.4 185.39 9.8 22.63 49.18
"DDTCZZC17214294" 1 4 "公" "育1" 171 "DDTCZZC15201460" 1.5 161.66 11.49 NA NA
"DDTCZZC15203080" 1 1 "母" "育1" 152 "DDTCZZC14201089" 1.35 211.6 10.06 NA NA
"DDTCZZC17214259" 1 5 "母" "育1" 171 "DDTCZZC14201185" 2 169.82 11.25 NA NA
"DDTCZZC15203377" 1 0 "公" "育1" 151 "DDTCZZC13020446" 0.85 182.95 11.33 NA NA
"DDTCZZC18216643" 1 2 "母" "育2" 181 "DDTCZZC17214425" 1.2 211.57 10.24 NA NA
"DDTCZZC15204636" 1 0 "母" "育1" 151 "DDTCZZC13020384" 1.8 160.69 11.24 NA NA
"DDTCZZC14200903" 1 0 "母" "育1" 142 "DDTCZZC13020378" 0 166.69 11.07 NA NA
"DDTCZZC15203708" 1 3 "公" "育1" 154 "DDTCZZC13020421" 1.6 173.13 12.82 NA NA
"DDTCZZC17212553" 1 0 "母" "育1" 174 "DDTCZZC15204695" 1.8 175.61 9.78 NA NA
"DDTCZZC18218800" 1 4 "母" "育1" 184 "DDTCZZC16207365" 1.8 184.2 8.45 19.93 48.59
"DDTCZZC15206755" 1 0 "公" "育1" 153 "DDTCZZC13020377" 1.4 163.17 10.26 NA NA
"DDTCZZC18219319" 1 4 "公" "育2" 183 "DDTCZZC16208302" 1.5 167.54 12.47 20.38 47.36
"DDTCZZC15206868" 1 1 "母" "育1" 153 "DDTCZZC14201036" 1.5 166.96 9.45 NA NA
"DDTCZZC17214395" 1 2 "母" "育1" 171 "DDTCZZC15202792" 1.5 185.56 11.14 NA NA
"DDTCZZC15204668" 1 1 "公" "育1" 151 "DDTCZZC14200440" 1.55 161.32 14.92 NA NA
"DDTCZZC17213951" 1 4 "公" "育1" 174 "DDTCZZC15201459" 1.5 165.95 11.16 NA NA
"DDTCZZC17211318" 1 6 "母" "育1" 173 "DDTCZZC14201185" 1.6 185.63 9.54 NA NA
"DDTCZZC18215171" 1 3 "母" "育2" 182 "DDTCZZC16207365" 1.3 196.21 9.77 NA NA
"DDTCZZC18215463" 1 3 "公" "育3" 181 "DDTCZZC16208103" 1.6 182.15 11.09 27.49 50.64
"DDTCZZC16209418" 1 0 "母" "育1" 162 "DDTCZZC15202830" 1.5 158.25 9.92 NA NA
"DDTCZZC15205968" 1 0 "母" "育1" 153 "DDTCZZC13020434" 1.9 174.38 11.76 NA NA
"DDTCZZC17217196" 1 2 "母" "育2" 173 "DDTCZZC16208995" 1.8 183.87 10.74 NA NA
"DDTCZZC14201028" 1 0 "母" "育1" 143 "DDTCZZC13020421" 1.45 176.94 16.45 NA NA
"DDTCZZC16207781" 1 0 "公" "育1" 162 "DDTCZZC15202726" 1.7 147.18 10.25 NA NA
"DDTCZZC14200889" 1 0 "母" "育1" 143 "DDTCZZC13020336" 1.65 178.27 12.73 NA NA
"DDTCZZC16209128" 1 0 "母" "育1" 161 "DDTCZZC14202071" 0 153.52 11.55 NA NA
"DDTCZZC17217520" 1 4 "公" "育2" 173 "DDTCZZC15202726" 1.6 170.66 6.72 NA NA
"DDTCZZC17214159" 1 4 "公" "育1" 171 "DDTCZZC15201739" 1 167.39 12.45 NA NA
"DDTCZZC15202939" 1 1 "母" "育1" 151 "DDTCZZC14200075" 1.8 189.55 14.04 NA NA
"DDTCZZC16209462" 1 0 "母" "育1" 162 "DDTCZZC15203043" 1.4 192.16 8.69 NA NA
"DDTCZZC18219274" 1 1 "母" "育2" 183 "DDTCZZC17214647" 1.3 191.89 8.91 NA NA
"DDTCZZC18218344" 1 1 "母" "育1" 182 "DDTCZZC17210258" 1.7 222.72 9.64 NA NA
"DDTCZZC15202462" 1 1 "公" "育1" 151 "DDTCZZC14200186" 1.7 174.71 11.68 NA NA
"DDTCZZC18218907" 1 1 "母" "育2" 183 "DDTCZZC17217323" 1.5 211.93 10.5 38.34 55.1
"DDTCZZC17210021" 1 1 "母" "育1" 172 "DDTCZZC16207014" 2.1 179.15 10.61 NA NA
"DDTCZZC16208780" 1 2 "母" "育1" 162 "DDTCZZC15203777" 0 182.31 8.46 NA NA
"DDTCZZC15202213" 1 4 "母" "育1" 152 "DDTCZZC13020349" 1.7 162.96 9.83 NA NA
"DDTCZZC15202937" 1 1 "母" "育1" 151 "DDTCZZC14200075" 1.5 161.25 14.49 NA NA
"DDTCZZC15202366" 1 4 "母" "育1" 152 "DDTCZZC130A0441" 1.55 176 11.26 NA NA
"DDTCZZC18218422" 1 2 "公" "育3" 182 "DDTCZZC17214811" 1.6 157.61 8.91 NA NA
"DDTCZZC17217139" 1 4 "公" "育2" 173 "DDTCZZC15201927" 1.1 193.01 17.86 NA NA
"DDTCZZC18219823" 1 2 "母" "育2" 183 "DDTCZZC17213437" 1.3 177.28 8.95 NA NA
"DDTCZZC17211624" 1 5 "公" "育1" 172 "DDTCZZC15201444" 1.7 178.01 10.38 NA NA
"DDTCZZC15203487" 1 4 "公" "育1" 151 "DDTCZZC13020328" 2.1 152.86 9.01 NA NA
"DDTCZZC17212811" 1 1 "公" "育3" 173 "DDTCZZC16214925" 1.2 201.32 9.9 NA NA
"DDTCZZC17214896" 1 4 "母" "育1" 174 "DDTCZZC15202168" 1.4 186.26 10.65 NA NA
"DDTCZZC16212272" 1 0 "公" "育1" 164 "DDTCZZC15202830" 1.3 168.64 9.86 NA NA
"DDTCZZC16208570" 1 1 "母" "育3" 163 "DDTCZZC15206892" 1.3 180.36 8.85 NA NA
"DDTCZZC15204062" 1 1 "母" "育1" 151 "DDTCZZC14200483" 1.35 167.14 15.13 NA NA
"DDTCZZC17212902" 1 3 "公" "育1" 172 "DDTCZZC15202792" 2.1 175.07 10.55 NA NA
"DDTCZZC18215194" 1 1 "母" "育2" 181 "DDTCZZC17214009" 1.3 184.29 13.8 NA NA
"DDTCZZC16208258" 1 0 "母" "育1" 164 "DDTCZZC15204913" 1.4 172.69 9.97 NA NA
"DDTCZZC16207253" 1 0 "公" "育1" 161 "DDTCZZC15202123" 0 150.96 8.31 NA NA
"DDTCZZC18216799" 1 1 "母" "育2" 181 "DDTCZZC17213491" 1.2 194.74 10.04 NA NA
"DDTCZZC18219280" 1 1 "母" "育2" 183 "DDTCZZC17217720" 1.2 209.83 9.38 NA NA
"DDTCZZC14203554" 1 0 "母" "育1" 142 "DDTCZZC13020351" 1.82 181.58 14.35 NA NA
"DDTCZZC19223793" 1 6 "公" "测01" 193 "DDTCZZC16207365" 1.4 173.29 7.75 18.75 48.37
"DDTCZZC16207285" 1 0 "母" "育1" 161 "DDTCZZC14200214" 0 171.7 10.2 NA NA
"DDTCZZC16207671" 1 1 "母" "育1" 162 "DDTCZZC15203266" 1.5 171.47 10.88 NA NA
"DDTCZZC15204696" 1 3 "母" "育1" 151 "DDTCZZC13020373" 1.1 176.57 12.56 NA NA
"DDTCZZC17211748" 1 3 "公" "育1" 171 "DDTCZZC15203147" 1.6 149.89 11.38 NA NA
"DDTCZZC14200448" 1 0 "母" "育1" 141 "DDTCZZC13020439" 0 177.37 11.94 NA NA
"DDTCZZC16208280" 1 0 "母" "育1" 164 "DDTCZZC15202957" 1.4 172.86 10.63 NA NA
"DDTCZZC15201769" 1 1 "公" "育1" 154 "DDTCZZC14200217" 1.8 165.99 10.5 NA NA
"DDTCZZC15202106" 1 0 "公" "育1" 154 "DDTCZZC13020341" 0.8 163.03 13.97 NA NA
"DDTCZZC16211536" 1 0 "公" "育1" 163 "DDTCZZC15201382" 1.5 164.48 9.26 NA NA
"DDTCZZC15202515" 1 1 "公" "育1" 152 "DDTCZZC14201264" 1.4 166.98 10.66 NA NA
"DDTCZZC14201245" 1 0 "母" "育1" 142 "DDTCZZC13020489" 0 157.14 12.42 NA NA
"DDTCZZC15203224" 1 2 "母" "育1" 152 "DDTCZZC14200068" 1.75 160.16 13.94 NA NA
"DDTCZZC14200729" 1 0 "公" "育1" 141 "DDTCZZC13020444" 1.65 169.51 10.37 NA NA
"DDTCZZC15201476" 1 3 "母" "育1" 154 "DDTCZZC130A0441" 1.35 175.95 12.73 NA NA
"DDTCZZC16207073" 1 1 "母" "育1" 162 "DDTCZZC15203298" 1.2 177.82 11.04 NA NA
"DDTCZZC14200552" 1 0 "公" "育1" 141 "DDTCZZC13020380" 1.7 155.71 9.56 NA NA
"DDTCZZC17213970" 1 2 "母" "育1" 171 "DDTCZZC15202793" 1 179.72 15.82 NA NA
"DDTCZZC15203725" 1 3 "母" "育1" 154 "DDTCZZC13020391" 1.2 182.14 15.66 NA NA
"DDTCZZC17217403" 1 5 "母" "育1" 174 "DDTCZZC15203330" 1.9 178.34 12.58 NA NA
"DDTCZZC16212074" 1 0 "公" "育3" 163 "DDTCZZC14201029" 1.2 165.04 9.78 NA NA
"DDTCZZC17213376" 1 1 "公" "育3" 172 "DDTCZZC16208735" 1.6 172.73 9.88 NA NA
"DDTCZZC14200414" 1 0 "母" "育1" 141 "DDTCZZC13020426" 1.05 187.06 14.82 NA NA
"DDTCZZC15203339" 1 4 "母" "育1" 151 "DDTCZZC13020341" 1.35 176.14 16.9 NA NA
"DDTCZZC14201089" 1 0 "母" "育1" 143 "DDTCZZC13020390" 0 165.21 11.12 NA NA
"DDTCZZC18218267" 1 1 "母" "育1" 182 "DDTCZZC17211411" 1.6 244.73 8.51 NA NA
"DDTCZZC18215928" 1 2 "母" "育2" 181 "DDTCZZC16209940" 1 205.31 14.5 NA NA
"DDTCZZC17213510" 1 5 "母" "育1" 172 "DDTCZZC15201709" 1.6 183.21 11.63 NA NA
"DDTCZZC16207774" 1 0 "母" "育1" 162 "DDTCZZC15203044" 0.5 187.24 9.67 NA NA
"DDTCZZC17210965" 1 5 "公" "育1" 172 "DDTCZZC15204455" 1.5 200.64 9.71 NA NA
"DDTCZZC14200802" 1 0 "公" "育1" 142 "DDTCZZC13020370" 0 160.61 12.27 NA NA
"DDTCZZC15203183" 1 2 "母" "育1" 152 "DDTCZZC14200110" 1 165.23 11.06 NA NA
"DDTCZZC17213547" 1 5 "公" "育1" 172 "DDTCZZC15203727" 1.5 189.64 9.5 NA NA
"DDTCZZC19227040" 1 4 "公" "测02" 193 "DDTCZZC17210184" 1.3 161.74 11.14 36.06 53.98
"DDTCZZC17217749" 1 2 "母" "育1" 173 "DDTCZZC16209135" 1.8 186.07 9.83 NA NA
"DDTCZZC18215814" 1 6 "公" "育3" 181 "DDTCZZC15202428" 0.9 207.24 13.27 NA NA
"DDTCZZC15201496" 1 3 "母" "育1" 154 "DDTCZZC13020431" 1.4 166.27 12.79 NA NA
"DDTCZZC18215619" 1 5 "公" "育3" 181 "DDTCZZC15202726" 1.6 156.47 11.72 NA NA
"DDTCZZC17214246" 1 3 "公" "育1" 171 "DDTCZZC15203287" 1.9 162.22 10.26 NA NA
"DDTCZZC17211196" 1 1 "母" "育2" 173 "DDTCZZC16212112" 1.2 181.24 11.82 NA NA
"DDTCZZC16207069" 1 1 "公" "育1" 162 "DDTCZZC15203298" 1.5 161.19 9.53 NA NA
"DDTCZZC17213363" 1 5 "母" "育1" 172 "DDTCZZC14201038" 1.4 200.77 9.66 NA NA
"DDTCZZC16210631" 1 4 "母" "育3" 163 "DDTCZZC14201261" 1.5 162.45 8.23 NA NA
"DDTCZZC17213962" 1 2 "公" "育1" 171 "DDTCZZC15202793" 1.5 170 9.2 NA NA
"DDTCZZC14200123" 1 0 "母" "育1" 141 "DDTCZZC13020428" 0 168.04 12.7 NA NA
"DDTCZZC17211459" 1 1 "母" "育1" 172 "DDTCZZC16208761" 1.6 181.11 13.03 NA NA
"DDTCZZC15206875" 1 1 "公" "育1" 153 "DDTCZZC14201538" 1.8 161.38 10.97 NA NA
"DDTCZZC15202805" 1 1 "公" "育1" 152 "DDTCZZC14203609" 1.6 161.32 9.24 NA NA
"DDTCZZC16214972" 1 0 "母" "育1" 164 "DDTCZZC14201106" 1 195.41 9.99 NA NA
"DDTCZZC18220430" 1 1 "公" "育2" 183 "DDTCZZC17217063" 1.4 173.86 11.27 23.65 49.06
"DDTCZZC18218584" 1 1 "公" "育1" 182 "DDTCZZC17213373" 1.4 175.83 9.62 NA NA
"DDTCZZC17217084" 1 5 "母" "育1" 173 "DDTCZZC15201651" 1.3 184.54 9.51 NA NA
"DDTCZZC14200320" 1 0 "公" "育1" 141 "DDTCZZC13020339" 2.05 152.65 13.15 NA NA
"DDTCZZC16209869" 1 0 "公" "育3" 163 "DDTCZZC14200983" 2 151.6 9.28 NA NA
"DDTCZZC14201221" 1 0 "母" "育1" 142 "DDTCZZC13020410" 1.75 199.47 12.12 NA NA
"DDTCZZC16209925" 1 0 "公" "育3" 163 "DDTCZZC15203726" 1.7 165.99 10.18 NA NA
"DDTCZZC16207699" 1 1 "公" "育1" 162 "DDTCZZC15203245" 1.2 177.81 10.93 NA NA
"DDTCZZC14200505" 1 0 "公" "育1" 141 "DDTCZZC13020432" 1.25 164.04 13.11 NA NA
"DDTCZZC18216189" 1 1 "母" "育2" 183 "DDTCZZC17213103" 1.6 198.39 11.74 NA NA
"DDTCZZC15203794" 1 3 "母" "育1" 154 "DDTCZZC13020338" 1.85 172.18 11.02 NA NA
"DDTCZZC18218024" 1 1 "母" "育1" 182 "DDTCZZC17212490" 1.6 202.16 7.67 NA NA
"DDTCZZC14200746" 1 0 "公" "育1" 141 "DDTCZZC13020382" 1.5 156.46 11.54 NA NA
"DDTCZZC17214646" 1 2 "公" "育1" 173 "DDTCZZC16209762" 2.2 166.97 10.73 NA NA
"DDTCZZC14200393" 1 0 "母" "育1" 141 "DDTCZZC13020385" 1.4 171.15 10.75 NA NA
"DDTCZZC16213879" 1 0 "母" "育1" 163 "DDTCZZC14201043" 1 164.16 10.18 NA NA
"DDTCZZC17214346" 1 2 "母" "育1" 171 "DDTCZZC15203026" 1.3 168.84 10.49 NA NA
"DDTCZZC16214765" 1 2 "母" "育3" 163 "DDTCZZC15204605" 2 173.66 10.32 NA NA
"DDTCZZC16211557" 1 0 "公" "育1" 163 "DDTCZZC14201042" 1.4 172.74 11.22 NA NA
"DDTCZZC15203125" 1 1 "母" "育1" 152 "DDTCZZC14203662" 1.3 156.41 11.01 NA NA
"DDTCZZC14203530" 1 0 "母" "育1" 142 "DDTCZZC13020411" 1.6 182.37 11.32 NA NA
"DDTCZZC17210518" 1 6 "公" "育1" 174 "DDTCZZC14200147" 1.1 164.02 12.7 NA NA
"DDTCZZC17210460" 1 4 "公" "育1" 171 "DDTCZZC15204455" 1.6 190.56 10.02 NA NA
"DDTCZZC15203055" 1 1 "母" "育1" 153 "DDTCZZC14201141" 1.3 166.63 11.53 NA NA
"DDTCZZC17214578" 1 4 "母" "育1" 174 "DDTCZZC15201474" 1.4 184.5 12.09 NA NA
"DDTCZZC15201461" 1 3 "公" "育1" 154 "DDTCZZC13020334" 1.25 172.49 11.58 NA NA
"DDTCZZC15203760" 1 3 "公" "育1" 154 "DDTCZZC13020338" 1.1 160.91 11.94 NA NA
"DDTCZZC18218265" 1 1 "公" "育1" 182 "DDTCZZC17211411" 1.7 188.48 7.38 NA NA
"DDTCZZC18216284" 1 2 "公" "育3" 181 "DDTCZZC17212712" 1.6 211 10.97 NA NA
"DDTCZZC18216162" 1 2 "母" "育2" 183 "DDTCZZC17211218" 1.6 241 8.26 NA NA
"DDTCZZC18216758" 1 3 "公" "育3" 181 "DDTCZZC16207072" 1.3 181.27 8.23 23.97 50.25
"DDTCZZC15203081" 1 1 "母" "育1" 152 "DDTCZZC14201089" 1.25 177.43 10.09 NA NA
"DDTCZZC15203215" 1 0 "母" "育1" 152 "DDTCZZC14203577" 1.35 170.17 12.05 NA NA
"DDTCZZC14201129" 1 0 "母" "育1" 143 "DDTCZZC13020444" 0 173.37 13.3 NA NA
"DDTCZZC18216582" 1 1 "公" "育3" 181 "DDTCZZC17213318" 1.4 181.59 9.88 NA NA
"DDTCZZC17213174" 1 1 "母" "育1" 173 "DDTCZZC16210640" 1 184.66 9.06 NA NA
"DDTCZZC15201999" 1 2 "公" "育1" 152 "DDTCZZC14200683" 1.25 220.28 12.61 NA NA
"DDTCZZC17214139" 1 3 "母" "育1" 171 "DDTCZZC15203073" 1.5 187.29 7.95 NA NA
"DDTCZZC17213202" 1 5 "公" "育1" 173 "DDTCZZC15202416" 1.4 181.91 9.49 NA NA
"DDTCZZC17213129" 1 4 "母" "育1" 173 "DDTCZZC15203110" 1.2 212.8 10.39 NA NA
"DDTCZZC17213771" 1 1 "公" "育1" 171 "DDTCZZC16207292" 1.5 161.29 13.99 NA NA
"DDTCZZC16208567" 1 1 "公" "育3" 163 "DDTCZZC15206892" 1.3 167.08 8.59 NA NA
"DDTCZZC14200972" 1 0 "公" "育1" 142 "DDTCZZC13020413" 2.1 168.2 14.68 NA NA
"DDTCZZC14200476" 1 0 "母" "育1" 141 "DDTCZZC13020375" 1.35 178.04 13.19 NA NA
"DDTCZZC18215038" 1 6 "公" "育1" 182 "DDTCZZC15203773" 1.7 187.64 7.48 NA NA
"DDTCZZC15204441" 1 3 "母" "育1" 151 "DDTCZZC13020348" 1.6 172.92 12.21 NA NA
"DDTCZZC15206870" 1 1 "母" "育1" 153 "DDTCZZC14201036" 1.6 165.4 9.33 NA NA
"DDTCZZC18218444" 1 1 "公" "育3" 182 "DDTCZZC17213344" 1.3 208.75 11.05 NA NA
"DDTCZZC14201023" 1 0 "公" "育1" 143 "DDTCZZC13020421" 1.2 159.28 11.48 NA NA
"DDTCZZC15204409" 1 1 "母" "育1" 151 "DDTCZZC14200368" 0.85 194.92 11.49 NA NA
"DDTCZZC15202238" 1 4 "母" "育1" 152 "DDTCZZC13020385" 1.7 170.84 9.71 NA NA
"DDTCZZC14200037" 1 0 "公" "育1" 141 "DDTCZZC13020487" 1.85 169.07 11.27 NA NA
"DDTCZZC18215764" 1 1 "公" "育3" 181 "DDTCZZC17211206" 1.2 180.68 11.36 NA NA
"DDTCZZC16208514" 1 0 "母" "育3" 162 "DDTCZZC15203024" 1.3 174.12 10.44 NA NA
"DDTCZZC15203453" 1 0 "公" "育1" 152 "DDTCZZC13020431" 1.55 156.88 10.89 NA NA
